invoice_number,invoice_date,total_amount,vendor_name,currency,file_name,blur_score,contrast_score,ocr_confidence,num_pages_fake,subtotal,tax,tax_rate,tax_to_total_ratio,math_error,math_error_pct,total_amount_log,subtotal_log,is_small_invoice,is_medium_invoice,is_large_invoice,is_very_large_invoice,blur_ocr_interaction,blur_contrast_ratio,ocr_blur_product,blur_squared,ocr_squared,contrast_squared,overall_image_quality,is_critical_low_blur,is_low_blur,is_excellent_blur,is_low_ocr,is_medium_ocr,is_high_ocr,is_low_contrast,is_multipage,is_high_risk_ocr,is_multipage_low_quality,day_of_week,is_weekend,is_monday,month,is_month_end,quarter,vendor_name_length,vendor_has_numbers,vendor_all_caps,vendor_frequency,is_rare_vendor,is_frequent_vendor,vendor_avg_amount,amount_vs_vendor_avg,amount_zscore,is_amount_outlier,amount_rolling_mean,amount_rolling_std,label_quality_bad,label_failure
INVOICE,2019-10-06,898.8499999999999,TAX INVOICE,UNK,INVOICE.jpg,103.19241976851262,38.709658248017575,0.5538245746288613,1,144.51759097632117,15.02240902367882,0.1039486530203201,0.0941607680175382,0.0,0.0,5.078543132703431,4.980296979484611,0,1,0,0,43.88000618156398,1.4327590130323546,0.4388000618156398,3075.99053641796,0.6259625703323249,1498.437641678315,0.5984472499369953,0,0,0,0,1,0,0,0,0,0,6,1,0,10,0,4,11,0,1,1640,0,1,158.5367987804878,1.006327869749492,-0.0151588534431307,0,98.18200000000007,199.49605364277048,0,0
INVOICE,2000-01-01,567.175,INVOICE,USD,INVOICE.jpg,78.45417229686376,39.63471276925498,0.517839067418881,4,24.17770110111012,2.6922988988898844,0.1113546228517005,0.1001972012911307,0.0,0.0,3.327550841493857,3.225958725842595,1,0,0,0,28.82843244661954,0.9832150781958754,0.2882843244661954,1518.6178928495265,0.5472597953984824,1570.910456301344,0.4945820279406325,0,1,0,0,1,0,0,1,1,1,5,1,0,1,0,1,7,0,1,1598,0,1,138.72588861076346,0.1936913151207156,-0.0261194283871403,0,71.24100000000004,156.99165295927938,1,0
INVO2501,1997-10-19,740.475,ss,USD,INVO2501.jpg,88.10843309701592,21.91095541013304,0.6629652309714208,2,88.49137074474933,7.698629255250665,0.0869986429576109,0.0800356500178294,0.0,0.0,4.576667825515379,4.49414220437268,1,0,0,0,43.00335531358545,2.072279329791318,0.4300335531358545,2061.670515080308,0.8969855050550805,480.0899669848384,0.5675575368656803,0,1,0,0,0,1,1,1,0,1,6,1,0,10,0,4,2,0,0,113,0,1,34.80407079646018,2.763757084588683,-0.0203925341750446,0,92.61500000000004,249.82841383859892,1,0
INVOICE,2005-05-08,505.475,INVOICE 10 INVA8- 981036,EUR,INVOICE.jpg,139.42623539464205,13.906550912695131,0.4977635908699083,1,1.878810755852256,0.3111892441477442,0.1656308798252033,0.1420954803891615,0.0,0.0,1.1600209167967532,1.0573772768722165,1,0,0,0,56.61526835629711,5.725178373685343,0.5661526835629711,6338.944755793978,0.5056501885626642,193.3921582873818,0.6053561131811758,0,0,1,0,1,0,1,0,0,0,6,1,0,5,0,2,24,1,1,1,1,0,2.19,0.9999995433792038,-0.0281583745665189,0,36.27399999999998,100.10038187448606,1,1
INVOICE,2015-04-21,560.7,,USD,INVOICE.jpg,115.40124941573211,34.60318398365879,0.6788149637156742,1,22.02572979119247,2.254270208807529,0.1023471243782274,0.0928447329473968,0.0,0.0,3.2300135692786567,3.136612277239183,1,0,0,0,61.675995867209686,1.8380051713117345,0.6167599586720969,4045.065951147877,0.9403872550292084,1197.38034180694,0.6812167651285296,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,2,11,0,1,1640,0,1,158.5367987804878,0.1531505621005244,-0.0263334020745225,0,22.54400000000009,30.409953508128293,0,0
INVOICE,2002-05-01,575.15,TAX INVOICE,USD,INVOICE.jpg,117.34116961325098,30.553839720873565,0.373369013420281,1,25.94594314920141,4.11405685079859,0.1585626187715823,0.1368615007963103,0.0,0.0,3.435920817720541,3.293832753526688,1,0,0,0,34.61350139397691,2.1239265357290003,0.3461350139397691,4211.245911855865,0.2844988166988449,933.5371216888312,0.5249215819161399,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,2,11,0,1,1640,0,1,158.5367987804878,0.1896089743303856,-0.0258558855057701,0,105.20999999999997,190.3175462290354,0,1
,2000-01-01,2050.075,i ie,USD,nan.jpg,43.39688546864493,24.673713584225133,0.39971249581989826,1,527.032571766294,92.99742823370592,0.1764548019215967,0.1499885942353069,0.0,0.0,6.431379389945372,6.269157970754891,0,1,0,0,8.9066928429375,0.6321676289364085,0.089066928429375,243.2952220590615,0.3260613863562697,608.7921420363759,0.3537964078385708,1,1,0,1,0,0,1,0,1,0,5,1,0,1,0,1,4,0,0,200,0,1,670.17835,0.925171633901376,0.0228846767895291,0,425.643,300.82265706665186,0,0
INVOICE,1999-07-10,512.5,,USD,INVOICE.jpg,147.2900931332961,48.9557705647021,0.6193179673830456,1,4.3884272208704616,2.6115727791295384,0.5951043625846346,0.5223144513630174,2.0,0.399999920000016,1.791759469228055,1.6842535465833688,1,0,0,0,75.07908737839192,1.7334026076314473,0.7507908737839192,7201.230137725865,0.782764785149933,2396.667471583753,0.7545807421319513,0,0,1,0,0,1,0,0,0,0,5,1,0,7,0,3,11,0,1,1640,0,1,158.5367987804878,0.031538418883963,-0.0279262255080078,0,20.624,36.126813741443584,0,0
INVOICE,2000-01-01,505.05,,USD,INVOICE.jpg,103.21709129854867,19.001395352588048,0.6261566808853397,1,1.7870269185461318,0.0,0.0,0.0,0.2329730814538682,0.1153331515449092,1.1052568313867783,1.0249754070631891,1,0,0,0,49.6256549337443,2.919683366224968,0.496256549337443,3077.8152374182146,0.8001473245251941,361.0530253453547,0.5952543441777929,0,0,0,0,0,1,1,0,0,0,5,1,0,1,0,1,21,1,0,1,1,0,2.02,0.99999950495074,-0.0281724191714822,0,569.7860000000001,1264.5546513857405,0,1
INVOICE,2019-02-21,500.0,,UNK,INVOICE.jpg,78.0754023020719,32.977449009157304,0.35588801420029453,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,19.68413295158817,1.1740427127414903,0.1968413295158817,1499.0010455766655,0.258482201329447,1087.5121431515702,0.4294081771566296,0,1,0,1,0,0,0,0,1,0,3,0,0,2,0,1,24,0,0,184,0,1,23.225869565217387,0.0,-0.0283393021245756,0,29.665000000000088,64.78224161785377,1,1
INVOICE,2020-02-18,696.75,Yoder LLC,UNK,INVOICE.jpg,124.25287360543992,35.928364763409164,0.6470853410921793,1,66.9084429639614,11.791557036038595,0.1762342140610807,0.1498291853393826,0.0,0.0,4.378269585796169,4.218160370928253,1,0,0,0,64.2481012160152,1.9344580322588285,0.642481012160152,4830.51629110748,0.854529466645678,1290.8473945725812,0.6886561051522678,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,9,0,0,43,0,1,69.66302325581395,1.1297241375998952,-0.0218374761797987,0,157.9640000000001,291.0504005707207,1,0
10875595,2017-03-15,732.35,,EUR,10875595.jpg,63.135103964134466,25.39530674843972,0.585556515559006,1,80.44747594486341,11.992524055136585,0.1490727181332976,0.1290351186367706,0.5,0.0053798148764814,4.542656280598849,4.399958345554544,1,0,0,0,24.055277310013377,1.1323641462016325,0.2405527731001337,826.9498639985284,0.6997478222726622,644.9216048473481,0.4942174471926962,1,1,0,0,1,0,1,0,0,0,2,0,0,3,0,1,27,0,0,199,0,1,66.62065326633166,1.3950628528571725,-0.0206610339758136,0,49.73000000000011,63.506075834711446,1,1
INVOICE,1996-04-28,1125.0,INVOICE,USD,INVOICE.jpg,76.45217115205003,36.333060215658,0.6538782355626674,1,228.15586898774305,21.84413101225698,0.0957421389746864,0.0873765236995218,0.0,0.0,5.525452939131784,5.434402422618175,0,1,0,0,35.15509149198494,1.0358274119719473,0.3515509149198494,1416.376723457933,0.8725647896786679,1320.0912646346296,0.5813269709007665,0,1,0,0,0,1,0,0,0,0,6,1,0,4,1,2,7,0,1,1598,0,1,138.72588861076346,1.8021149527420512,-0.0076854712961863,0,219.89800000000005,497.180959964388,0,0
INVOICE,2006-02-26,621.0,,EUR,INVOICE.jpg,71.4107225787869,26.413466962897672,0.5736978028825296,1,42.54226557264927,5.857734427350728,0.1376921095012062,0.1210275683124619,0.0,0.0,3.899950424193877,3.7737320887349175,1,0,0,0,28.08973198862219,1.297588605202019,0.2808973198862219,1174.6943982546616,0.6716921816984528,697.6712370000868,0.5096341880508962,1,1,0,0,1,0,1,0,0,0,6,1,0,2,1,1,8,0,0,82,0,1,11762.373902439023,0.0041148156313793,-0.0243407204761995,0,72.122,149.1143541725902,1,1
INVOICE,2013-05-13,505.0,COMMERCIAL INVOICE,USD,INVOICE.jpg,102.2264301006739,21.44399048827356,0.4633101740687531,1,1.7636374692283552,0.2363625307716448,0.13401983166939,0.1181812062952192,0.0,0.0,1.0986122886681098,1.0165477356634591,1,0,0,0,36.28223013618608,2.55631607096526,0.3628223013618608,3004.971469822671,0.4380741171339149,459.84472806116673,0.5164047382458294,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,2,18,0,1,1512,0,1,118.17793650793652,0.0169236326354543,-0.0281740714779485,0,115.696,292.8708862020158,0,0
INVOICE,1999-08-22,515.0,INVOICE,USD,INVOICE.jpg,61.53147787429551,25.918635595749592,0.6190962556530817,1,5.146821288172871,0.8531787118271286,0.1657680533846464,0.1421964282717834,0.0,0.0,1.9459101490553128,1.8159350844866056,1,0,0,0,24.487602327347776,1.0682526379777832,0.2448760232734778,766.6060686324881,0.7822044362523795,671.7756711452578,0.5082921807247296,1,1,0,0,0,1,1,0,0,0,6,1,0,8,0,3,7,0,1,1598,0,1,138.72588861076346,0.0432507588658092,-0.0278436101846943,0,23.772,31.89494798027616,1,0
INVOICE,2012-06-12,2154.3,Ba.,UNK,INVOICE.jpg,133.38813084259078,35.769230779402704,0.5216800143348546,1,577.0245877928165,84.6954122071835,0.1467795547229163,0.1279928248793911,0.0,0.0,6.49635257820722,6.35961640720154,0,1,0,0,56.33554449844299,2.113327110142821,0.5633554449844299,5714.163651545107,0.555408239502886,1279.4378705501697,0.6469507740256112,0,0,1,0,1,0,0,0,0,0,1,0,0,6,0,2,3,0,0,85,0,1,460.2805882352941,1.4376448094397714,0.0263289096184713,0,287.467,335.8349543439564,0,0
INVOICE,2003-09-11,907.275,,EUR,INVOICE.jpg,102.93526997787963,41.61351924904347,0.6035160870243099,1,147.69370744298146,15.216292557018534,0.1030260037305037,0.0934030597484222,0.0,0.0,5.099317496701269,5.001888535442143,0,1,0,0,47.66930439367109,1.3286590428870046,0.4766930439367109,3057.0040028016806,0.7433299332594582,1731.6849842905117,0.6285007119586277,0,0,0,0,0,1,0,0,0,0,3,0,0,9,0,3,31,0,0,65,0,1,141.738,1.149374189353778,-0.014880439803564,0,77.411,110.2878581575296,0,0
45349600,2011-05-18,523.575,,UNK,45349600.jpg,65.46953384360233,31.02200734040583,0.39720352075049925,1,8.114469235374694,1.315530764625306,0.1621215835989273,0.1395048382948534,0.0,0.0,2.344686269012681,2.209863176635392,1,0,0,0,17.2006275519646,0.977145716350001,0.172006275519646,918.879336868666,0.3219808916256985,962.3649394281932,0.4167413540244667,1,1,0,1,0,0,0,0,1,0,2,0,0,5,0,2,9,0,0,157,0,1,56.609299363057325,0.1665804017983223,-0.0275602396257288,0,9.624000000000004,20.22578184930845,0,0
INVOICE,1993-02-21,608.7,TAX INVOICE,USD,INVOICE.jpg,96.08033467323473,27.866027330879334,0.6029191427937279,1,39.01905797999233,9.460942020007664,0.2424697639391795,0.2175929577372287,5.0,0.1149953975392043,3.795039649942327,3.689355790147721,1,0,0,0,43.685990632996784,1.8201453939987904,0.4368599063299678,2572.541032885068,0.7418601892798443,776.515479205314,0.5847124069628371,0,0,0,0,0,1,1,0,0,0,6,1,0,2,0,1,11,0,1,1640,0,1,158.5367987804878,0.2742580906149424,-0.0247471878669022,0,140.089,234.65174940513208,0,1
INVOICE,2017-11-03,2394.375,COMMERCIAL INVOICE,USD,INVOICE.jpg,57.48570352510995,48.104664937265625,0.6332103250034458,1,655.6456247863662,102.10437521363384,0.1557310400586783,0.1347467833439617,0.0,0.0,6.631672342373708,6.487144489077982,0,1,0,0,22.60603286868351,0.51950197615613,0.2260603286868351,624.5235416766402,0.8182761544713663,2314.058788726593,0.550281133934844,1,1,0,0,0,1,0,0,0,0,4,0,0,11,0,4,18,0,1,1512,0,1,118.17793650793652,6.411941314757771,0.0342624591162722,0,136.6330000000001,257.8731110926405,0,1
INVOICE,2022-01-02,595.125,,USD,INVOICE.jpg,87.32101403036434,40.43315105417679,0.5277683271298315,1,34.815009407857374,3.2349905921426227,0.0929194205098534,0.0850194614224221,0.0,0.0,3.664842876285695,3.578367062745631,1,0,0,0,33.837999005227914,1.1099969638802047,0.3383799900522791,2014.2750800340057,0.5684477696355529,1634.8397041698777,0.5518328317441195,0,1,0,0,1,0,0,0,0,0,6,1,0,1,0,1,7,0,1,1598,0,1,138.72588861076346,0.2742818958073402,-0.0251957890724948,0,23.40500000000011,35.11158381392735,1,0
INVOICE,2020-10-24,500.0,INVOICE,UNK,INVOICE.jpg,63.05364006786764,31.662387940522198,0.5790568887329723,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,23.743339872693976,0.9065148800309818,0.2374333987269397,823.8292991526658,0.6842997558961428,1002.5068100961252,0.5033117137392218,1,1,0,0,1,0,0,0,0,0,5,1,0,10,0,4,7,0,1,1598,0,1,138.72588861076346,0.0,-0.0283393021245756,0,18.45200000000009,24.049391240387145,0,0
INVOICE,2009-09-02,515.05,BSS,UNK,INVOICE.jpg,111.26446526356396,19.82795237885172,0.6677310505297633,1,5.448652589844501,0.5713474101554983,0.1048602926822888,0.0949081919015459,0.0,0.0,1.94876321803772,1.863871208185568,1,0,0,0,58.03820692045397,3.0685454862563093,0.5803820692045397,3701.867831041899,0.9099280731460848,393.1476955380114,0.6364718489709011,0,0,0,0,0,1,1,0,0,0,2,0,0,9,0,3,3,0,1,78,0,1,379.41641025641024,0.0158664723543855,-0.027841957878228,0,37.087,83.98090009887642,0,0
INVOICE,2000-01-01,502.5,INVOICE Invoice number 8201-583,USD,INVOICE.jpg,84.9262182965393,43.478249281047525,0.5820521130344555,1,0.861105267504099,5.138894732495901,5.967782289392567,5.138889593606308,5.0,4.999995000005001,0.6931471805599453,0.6211705410813828,1,0,0,0,35.990897667463834,0.9955355896622652,0.3599089766746383,1873.5172543510555,0.6913972699752543,1890.3581605449097,0.5794770644379146,0,1,0,0,1,0,0,0,0,0,5,1,0,1,0,1,31,1,0,1,1,0,1.0,0.999999000001,-0.0282566868012621,0,3.301,2.6287707656576638,0,1
INVOICE,2000-01-01,502.5,INVOICE,UNK,INVOICE.jpg,125.96082162722384,42.97130245108551,0.4667366620472752,1,0.8898125784444316,10.110187421555567,11.36214108940679,10.110177311378258,10.0,9.99999000001,0.6931471805599453,0.6364776593101767,1,0,0,0,47.10076208959732,1.643900512161404,0.4710076208959732,4990.086986629487,0.4445777789776172,1846.5328343426672,0.6165528530559976,0,0,0,1,0,0,0,0,0,0,5,1,0,1,0,1,7,0,1,1598,0,1,138.72588861076346,0.0072084598109682,-0.0282566868012621,0,123.74300000000004,382.1813624751099,0,1
16527200,2000-01-01,513.575,Robinson-Carson 62 96 e,USD,16527200.jpg,61.638698874357274,39.6314808351036,0.5734256458017437,1,4.739371482565793,0.6906285174342068,0.1457215105954946,0.1271875488483716,0.0,0.0,1.860974538249528,1.7473497065253147,1,0,0,0,22.73971218321206,0.7004313565261946,0.2273971218321206,770.5694417552897,0.6710550433941774,1570.6542731831837,0.513132748611246,1,1,0,0,1,0,0,0,0,0,5,1,0,1,0,1,23,1,0,151,0,1,4674.739006622517,0.0011615621730209,-0.027890700918983,0,20.878000000000117,21.01415385447991,0,0
INVOICE,2000-04-08,505.0,,USD,INVOICE.jpg,170.0,48.66438736033578,0.5388155773571932,1,1.7981770719121086,0.2018229280878913,0.1122374536984989,0.1009114135882388,0.0,0.0,1.0986122886681098,1.028968159413172,1,0,0,0,76.97365390817046,2.054890719257568,0.7697365390817046,10000.0,0.5924943395974805,2368.2225971568087,0.7667365633992682,0,0,1,0,1,0,0,0,0,0,5,1,0,4,0,2,11,0,1,1640,0,1,158.5367987804878,0.0126153675535852,-0.0281740714779485,0,84.97000000000001,172.17214519571743,0,0
INVOICE,2005-05-04,547.85,"Parker, Phillips and Thomas",UNK,INVOICE.jpg,149.67194630810982,29.00045003349637,0.5462309890723633,1,16.596159060399163,3.043840939600837,0.1834063378831758,0.1590303438124604,0.5,0.0261233006205172,3.0027078872904163,2.8676806430227457,1,0,0,0,67.45793855887355,2.980917921088765,0.6745793855887354,7473.250515259252,0.6089148845366782,841.0261021453197,0.6836842693220974,0,0,1,0,1,0,1,0,0,0,2,0,0,5,0,2,27,0,0,199,0,1,66.62065326633166,0.2872982892585139,-0.0267580448363541,0,36.26199999999998,100.10405207847006,0,0
INVOICE,2011-06-16,515.0,,EUR,INVOICE.jpg,128.97191269369938,34.169367104701784,0.6032285288920616,1,5.189517422204776,1.3104825777952236,0.252524891748715,0.2184137265635828,0.5,0.0833333194444467,1.9459101490553128,1.8228571227857948,1,0,0,0,62.60473008073758,2.1261131190132567,0.6260473008073758,5277.723447165886,0.7426217511617976,1167.5456483358764,0.674220794940733,0,0,0,0,0,1,0,0,0,0,3,0,0,6,0,2,2,0,0,18,0,0,34.66277777777778,0.1730963359419581,-0.0278436101846943,0,56.087,93.28245948775567,0,0
INVOICE,2016-05-23,1651.2,,UNK,INVOICE.jpg,89.51678349234834,22.48669931892297,0.5971061077769098,1,397.36365706970406,63.11634293029596,0.1588377337698666,0.1370664150304672,0.0,0.0,6.134438716059089,5.987365299334845,0,1,0,0,39.532281920272624,2.060974783802872,0.3953228192027262,2147.814749832016,0.7276238856010013,505.6516462596508,0.5557322806751137,0,1,0,0,0,1,1,0,0,0,0,0,1,5,0,2,18,0,1,1512,0,1,118.17793650793652,3.896497177987012,0.0097034019548511,0,190.89100000000008,258.26414413271027,0,0
INVOICE,2000-01-01,515.0,COMMERCIAL INVOICE A,USD,INVOICE.jpg,88.29063627046426,57.49309336319892,0.5846164135356854,1,5.4546607380874885,0.0,0.0,0.0,0.5453392619125115,0.0908898618371082,1.9459101490553128,1.864802464913898,1,0,0,0,38.02269224238935,0.7918705950904231,0.3802269224238935,2072.716000988822,0.6975027570925051,3305.455784469508,0.6166392114586572,0,1,0,0,1,0,0,0,0,0,5,1,0,1,0,1,20,0,1,5,0,0,5.222,1.1489848431664411,-0.0278436101846943,0,31.632000000000044,39.60578768028216,0,1
14296128,2014-11-05,510.0,Invoice Date: 05-Nov-2014,USD,14296128.jpg,86.24680291965194,42.90881634562982,0.6663724508849609,1,3.555862021590795,0.4441379784092052,0.124903005462373,0.1110344668436845,0.0,0.0,1.6094379124341005,1.516414760137485,1,0,0,0,42.04289945224901,1.0292647994472408,0.42042899452249,1950.5061764778688,0.9062290679559792,1841.1665201829887,0.623579731612928,0,1,0,0,0,1,0,0,0,0,2,0,0,11,0,4,25,1,0,1,1,0,4.0,0.9999997500000624,-0.0280088408313214,0,103.84100000000008,260.12119019610714,0,0
INVOICE,2008-10-11,690.575,TAX INVOICE,USD,INVOICE.jpg,135.7611074174872,42.760927225023735,0.48106309506110173,1,67.7182061121664,8.511793887833605,0.1256943184236246,0.111659370014092,0.0,0.0,4.346787982581173,4.230014173030364,1,0,0,0,53.03656821138768,1.80478008348041,0.5303656821138768,5955.83732912134,0.4722891865913604,1828.496897143776,0.6461626526214018,0,0,1,1,0,0,0,0,0,0,5,1,0,10,0,4,11,0,1,1640,0,1,158.5367987804878,0.4808347343049001,-0.0220415360283832,0,61.03099999999999,74.26132963525849,0,0
INVOICE,2013-06-13,510.0,INVOICE,EUR,INVOICE.jpg,136.8287920567982,51.01936074060372,0.6146414097695114,1,3.5018481181966554,0.4981518818033446,0.1422539535512248,0.1245379393163513,0.0,0.0,1.6094379124341005,1.5044880053976049,1,0,0,0,68.3883937632948,1.526594193145568,0.683883937632948,6066.207401533595,0.7709878828641888,2602.975170379856,0.7319599411651588,0,0,1,0,0,1,0,0,0,0,3,0,0,6,0,2,7,0,1,1598,0,1,138.72588861076346,0.0288338392438728,-0.0280088408313214,0,191.658,257.65859271153977,0,0
INVOICE,2007-08-15,510.0,,UNK,INVOICE.jpg,124.6983215413795,58.635880219413146,0.5821266131933791,1,3.452021465143549,0.5479785348564512,0.1587413003216548,0.1369945994654629,0.0,0.0,1.6094379124341005,1.4933582548624902,1,0,0,0,58.04540888182349,1.1903783072075218,0.5804540888182348,4871.883792703151,0.6915742730367225,3438.1664491053657,0.7026311506320682,0,0,0,0,1,0,0,0,0,0,2,0,0,8,0,3,7,0,1,1598,0,1,138.72588861076346,0.0288338392438728,-0.0280088408313214,0,98.824,249.6926302616413,0,0
INVOICE,1999-04-15,505.0,,USD,INVOICE.jpg,131.4226150486507,18.881487312993197,0.5616560402119738,1,1.8188528259642,0.0,0.0,0.0,0.1811471740357999,0.0905735417311291,1.0986122886681098,1.0363300028812636,1,0,0,0,59.6011283412269,3.9341042472086567,0.596011283412269,5517.77739745769,0.6437908316461111,356.51056315072293,0.6285770965121584,0,0,0,0,1,0,1,0,0,0,3,0,0,4,0,2,11,0,1,1640,0,1,158.5367987804878,0.0126153675535852,-0.0281740714779485,0,75.571,104.53624511781224,0,1
INVOICE,2013-08-31,512.5,INVOICE,USD,INVOICE.jpg,90.96532636875446,47.57418868267701,0.35401905029005604,1,4.300343819195354,0.699656180804646,0.1626976929109512,0.1399312081746875,0.0,0.0,1.791759469228055,1.6677716900003017,1,0,0,0,23.92674042341936,0.994451358913981,0.2392674042341936,2238.256687388372,0.255774465241374,2263.303428814953,0.4877436640374757,0,1,0,1,0,0,0,0,0,0,5,1,0,8,1,3,7,0,1,1598,0,1,138.72588861076346,0.036042299054841,-0.0279262255080078,0,600.8,1287.5488929841763,1,0
INVOICE,2011-02-27,500.0,Address:4894 Melanie Pass Apt. 742,USD,INVOICE.jpg,112.22251908184386,13.737239813042676,0.5171014788813262,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,45.41752476512646,4.475547908392403,0.4541752476512645,3779.996900356024,0.5457019172678665,188.7117576810448,0.5512110969243842,0,0,0,0,1,0,1,0,0,0,6,1,0,2,1,1,34,1,0,200,0,1,187.35415,0.0,-0.0283393021245756,0,113.971,198.8678425802724,1,1
INVOICE,1998-12-15,505.0,COMMERCIAL INVOICE,USD,INVOICE.jpg,138.41740770935684,29.737705932740216,0.5220655736330242,1,1.791820723331504,0.208179276668496,0.1161830297946336,0.1040895862894548,0.0,0.0,1.0986122886681098,1.0266939719973698,1,0,0,0,58.87776369897246,2.654708335496737,0.5887776369897246,6232.303310490685,0.5562295166791402,884.3311541421326,0.6468154833371585,0,0,1,0,1,0,1,0,0,0,1,0,0,12,0,4,18,0,1,1512,0,1,118.17793650793652,0.0169236326354543,-0.0281740714779485,0,104.299,183.4318751198864,0,0
INVS1077416,2009-05-01,511.2,Invoice number INVS1077416,EUR,INVS1077416.jpg,133.41741756872173,39.58540604711021,0.6236615063366363,1,3.8566874881534408,2.62331251184656,0.6801981855430035,0.5855606978316655,2.0,0.4464284717793589,1.7011051009599245,1.580356618726816,1,0,0,0,67.36578808163836,1.910088018609901,0.6736578808163836,5717.115825759017,0.79378300915527,1567.0043719145897,0.7056422062562225,0,0,1,0,0,1,0,0,0,0,4,0,0,5,0,2,26,1,0,1,1,0,4.48,0.999999776785764,-0.0279691854761309,0,15.517,28.47288346001323,0,1
INVOICE,2000-01-01,565.275,S INVOICE,USD,INVOICE.jpg,117.95143058918143,35.12025382088683,0.5748663667665086,3,23.88736370549453,2.2226362945054703,0.0930465257222042,0.0851258601830566,0.0,0.0,3.299902663510574,3.214360192951192,1,0,0,0,53.6276028784615,1.8593530730103065,0.536276028784615,4264.2145575409895,0.6744313053863795,1233.432228443516,0.6112270290664513,0,0,0,0,1,0,0,1,0,0,5,1,0,1,0,1,9,0,1,67,0,1,161.1901492537313,0.1619826022799776,-0.0261822160328587,0,61.823,70.00272632917955,0,0
INVOICE,1993-03-26,663.85,Bill to;Wesley Fields,USD,INVOICE.jpg,81.9652480816161,34.01915988762207,0.6415527681168661,1,58.145742693955846,7.39425730604416,0.1271676452357901,0.1128205247669154,0.0,0.0,4.197803270590331,4.0800046130911625,1,0,0,0,37.860929936961085,1.2143205273112672,0.3786092993696108,1706.5297643627678,0.8399794985273744,1157.303239459594,0.5834002826907815,0,1,0,0,0,1,0,0,0,0,4,0,0,3,1,1,21,0,0,1,1,0,65.54,0.9999999847421424,-0.0229246938346051,0,65.126,153.27709143900142,0,0
,2005-03-16,695.0,,USD,nan.jpg,88.75589030474842,47.66957886159887,0.5365985791477108,1,69.4372671906986,8.562732809301394,0.1233160956992891,0.109778624352856,0.0,0.0,4.3694478524670215,4.254722486604806,1,0,0,0,35.137440995775115,0.9615620766167208,0.3513744099577511,2101.05442293271,0.5876286431496779,2272.3887488421933,0.5740688580081328,0,1,0,0,1,0,0,0,0,0,2,0,0,3,0,1,17,1,0,1,1,0,78.0,0.9999999871794872,-0.0218953069061182,0,116.44799999999998,308.1262667195594,0,1
INVOICE,2016-12-17,553.575,Robinson-Carson 62 96 e,USD,INVOICE.jpg,124.46453678164205,41.022732678327465,0.5327334752457815,1,19.122237957838895,2.3077620421611016,0.1206847193599715,0.1076883777168793,0.0,0.0,3.110399348532117,3.0018255695547755,1,0,0,0,53.00167211392852,1.697669030718143,0.5300167211392852,4850.150864445798,0.5791937870356078,1682.8645963975162,0.6421627888033772,0,0,0,0,1,0,0,0,0,0,5,1,0,12,0,4,23,1,0,151,0,1,4674.739006622517,0.0045842131432485,-0.0265688557459661,0,54.933000000000106,152.95859048242104,0,0
14296128,2008-12-08,515.0,Invoice Date: 08-Dec-2008,UNK,14296128.jpg,144.2250064452993,33.4955961680299,0.6855109232510953,1,5.224718717822818,0.7752812821771817,0.1483871526222745,0.1292135254939427,0.0,0.0,1.9459101490553128,1.8285282554379412,1,0,0,0,81.10247510399086,2.472464382351057,0.8110247510399085,6858.600989482069,0.9590310732583044,1121.9549626517392,0.7496050023339724,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,4,25,1,0,1,1,0,6.0,0.9999998333333612,-0.0278436101846943,0,87.66,196.9418432551941,0,0
INVOICE,1997-07-24,618.45,TAX INVOICE,USD,INVOICE.jpg,115.55634584868807,41.79758580931441,0.4000389521184193,1,42.287319281687765,5.092680718312238,0.1204304430829018,0.1074858719043133,0.0,0.0,3.879086505181881,3.7678597348815415,1,0,0,0,36.40596234435661,1.5241126445030992,0.364059623443566,4058.2289919795935,0.3265942106367407,1747.0381794870016,0.5565794546581107,0,0,0,1,0,0,0,0,0,0,3,0,0,7,0,3,11,0,1,1640,0,1,158.5367987804878,0.2988580573444335,-0.0244249881059793,0,202.87400000000005,293.68869812174205,1,0
INVOICE,2004-11-30,510.0,INVOICE,USD,INVOICE.jpg,110.52176942215709,31.393167312977013,0.581175899894192,1,3.611825551439848,0.3881744485601519,0.1074731698855823,0.097043587879141,0.0,0.0,1.6094379124341005,1.5286237767651198,1,0,0,0,50.10387695613019,1.9223241719279425,0.5010387695613019,3641.862550808077,0.6893171971792326,985.5309539405685,0.6145917465580834,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,4,7,0,1,1598,0,1,138.72588861076346,0.0288338392438728,-0.0280088408313214,0,170.94299999999998,248.18867196658243,0,1
