invoice_number,invoice_date,total_amount,vendor_name,currency
INVOICE,2005-06-21,446.21,TAX INVOICE,EUR
INVOICE,2016-11-29,535.08,TAX INVOICE,USD
INVOICE,1997-05-14,249.52,COMMERCIAL INVOICE,EUR
INVOICE,1996-03-04,115.85,COMMERCIAL INVOICE,EUR
INVOICE,1995-05-19,210.03,TAX INVOICE,USD
INVOICE,1998-10-02,793.11,INVOICE,USD
INVOICE,2012-01-01,550.6,TAX INVOICE,USD
INVOICE,2020-03-08,814.59,INVOICE,EUR
INVOICE,2015-03-24,652.92,TAX INVOICE,USD
INVOICE,1998-07-18,505.11,COMMERCIAL INVOICE,USD
INVOICE,1995-06-30,91.94,COMMERCIAL INVOICE,USD
INVOICE,2008-04-20,1607.97,TAX INVOICE,USD
INVOICE,2006-07-31,288.49,INVOICE,USD
INVOICE,2012-07-31,501.9,TAX INVOICE,EUR
INVOICE,1997-07-10,422.45,TAX INVOICE,USD
INVOICE,2004-06-04,509.82,TAX INVOICE,EUR
INVOICE,1997-04-03,790.55,COMMERCIAL INVOICE,USD
INVOICE,2020-03-04,57.04,COMMERCIAL INVOICE,USD
INVOICE,2007-03-06,572.85,TAX INVOICE,USD
INVOICE,1999-09-18,443.51,TAX INVOICE,USD
INVOICE,2000-04-22,520.52,TAX INVOICE,USD
INVOICE,2016-08-21,517.0,TAX INVOICE,EUR
INVOICE,2010-11-23,680.5,COMMERCIAL INVOICE,USD
INVOICE,1995-05-27,580.4,COMMERCIAL INVOICE,USD
INVOICE,1993-09-08,919.03,INVOICE,EUR
INVOICE,2006-10-04,775.08,COMMERCIAL INVOICE,USD
INVOICE,2002-12-26,85.01,COMMERCIAL INVOICE,USD
INVOICE,2010-05-16,477.88,TAX INVOICE,USD
INVOICE,2016-12-04,196.52,TAX INVOICE,USD
INVOICE,2005-01-14,133.46,COMMERCIAL INVOICE,USD
INVOICE,2003-10-24,1422.72,COMMERCIAL INVOICE,USD
INVOICE,2003-11-15,611.63,COMMERCIAL INVOICE,USD
INVOICE,1999-05-04,1149.18,COMMERCIAL INVOICE,EUR
INVOICE,1997-11-16,624.17,INVOICE,USD
INVOICE,2014-01-21,580.78,INVOICE,USD
INVOICE,1994-11-07,738.07,INVOICE,USD
INVOICE,2018-07-09,540.87,TAX INVOICE,USD
INVOICE,2020-07-16,796.08,INVOICE,USD
INVOICE,2011-03-31,220.13,COMMERCIAL INVOICE,USD
INVOICE,2009-04-04,447.08,COMMERCIAL INVOICE,EUR
INVOICE,1996-09-02,369.36,TAX INVOICE,USD
INVOICE,1995-08-19,337.71,INVOICE,USD
INVOICE,1997-09-06,414.34,TAX INVOICE,USD
INVOICE,2008-09-06,616.54,INVOICE,USD
INVOICE,2010-05-16,1232.67,TAX INVOICE,USD
INVOICE,2022-02-05,363.26,COMMERCIAL INVOICE,USD
INVOICE,2009-05-05,326.43,COMMERCIAL INVOICE,USD
INVOICE,2015-07-18,311.94,INVOICE,EUR
INVOICE,2015-10-05,300.86,TAX INVOICE,USD
INVOICE,1887-09-01,530.05,INVOICE,USD
INVOICE,2008-01-20,263.5,INVOICE,USD
INVOICE,2021-01-11,338.67,TAX INVOICE,USD
INVOICE,2016-04-07,703.75,INVOICE,USD
INVOICE,2005-07-01,981.98,TAX INVOICE,USD
INVOICE,2006-09-11,572.67,INVOICE,EUR
INVOICE,2020-12-15,207.35,COMMERCIAL INVOICE,EUR
INVOICE,2003-07-12,334.12,TAX INVOICE,USD
INVOICE,2005-03-29,375.93,COMMERCIAL INVOICE,USD
INVOICE,2009-01-16,423.79,INVOICE,USD
INVOICE,2020-09-18,658.74,COMMERCIAL INVOICE,USD
INVOICE,2006-11-15,1141.9,INVOICE,EUR
INVOICE,2014-08-02,1164.11,COMMERCIAL INVOICE,USD
INVOICE,2001-08-19,174.49,COMMERCIAL INVOICE,USD
INVOICE,2000-09-15,285.61,TAX INVOICE,USD
INVOICE,1999-03-20,2.13,TAX INVOICE,USD
INVOICE,1995-11-30,671.31,TAX INVOICE,EUR
INVOICE,2011-08-30,987.04,TAX INVOICE,USD
INVOICE,2020-08-28,90.62,TAX INVOICE,USD
INVOICE,2003-02-27,446.72,INVOICE,USD
INVOICE,2003-10-05,1033.82,COMMERCIAL INVOICE,USD
INVOICE,2003-03-09,173.97,TAX INVOICE,USD
INVOICE,2008-01-03,868.51,COMMERCIAL INVOICE,USD
INVOICE,2021-04-28,1018.18,INVOICE,EUR
INVOICE,2016-11-08,497.51,COMMERCIAL INVOICE,USD
INVOICE,2012-06-08,754.08,INVOICE,EUR
INVOICE,2000-12-31,329.15,INVOICE,USD
INVOICE,2004-11-24,750.58,TAX INVOICE,USD
INVOICE,2011-12-07,496.81,TAX INVOICE,USD
INVOICE,1998-03-02,484.9,TAX INVOICE,EUR
INVOICE,2002-08-12,675.42,COMMERCIAL INVOICE,EUR
INVOICE,2015-08-23,200.52,INVOICE,EUR
INVOICE,2021-10-07,529.71,INVOICE,EUR
INVOICE,2008-10-13,270.35,INVOICE,USD
INVOICE,2010-04-06,820.07,INVOICE,USD
INVOICE,2017-12-23,702.06,COMMERCIAL INVOICE,USD
INVOICE,1994-05-16,1498.48,COMMERCIAL INVOICE,USD
INVOICE,2019-09-29,644.14,INVOICE,USD
INVOICE,2015-10-18,57.34,INVOICE,EUR
INVOICE,2000-02-23,757.05,INVOICE,EUR
INVOICE,1993-04-04,211.67,INVOICE,USD
INVOICE,1997-06-15,240.7,COMMERCIAL INVOICE,EUR
INVOICE,2017-08-07,316.47,INVOICE,EUR
INVOICE,2019-03-13,458.39,TAX INVOICE,EUR
INVOICE,1997-08-01,390.82,INVOICE,USD
INVOICE,2007-01-14,220.9,INVOICE,EUR
INVOICE,2001-03-30,1132.87,INVOICE,USD
INVOICE,2017-06-10,350.0,COMMERCIAL INVOICE,USD
INVOICE,2012-11-17,879.49,TAX INVOICE,USD
INVOICE,1999-03-18,659.61,TAX INVOICE,EUR
INVOICE,2014-05-26,1056.27,INVOICE,EUR
INVOICE,2000-01-17,453.66,TAX INVOICE,USD
INVOICE,2010-12-26,631.11,INVOICE,USD
INVOICE,2013-11-01,632.94,TAX INVOICE,USD
INVOICE,1997-09-02,794.51,TAX INVOICE,USD
INVOICE,2020-03-21,664.81,COMMERCIAL INVOICE,USD
INVOICE,1993-12-13,150.27,COMMERCIAL INVOICE,USD
INVOICE,1997-05-28,604.85,INVOICE,EUR
INVOICE,2001-02-25,856.37,COMMERCIAL INVOICE,USD
INVOICE,2005-11-26,502.49,TAX INVOICE,USD
INVOICE,2002-07-13,936.8,COMMERCIAL INVOICE,USD
INVOICE,2007-09-07,581.23,TAX INVOICE,USD
INVOICE,2009-09-14,247.51,TAX INVOICE,USD
INVOICE,2001-07-28,639.15,INVOICE,USD
INVOICE,2002-04-22,387.2,INVOICE,USD
INVOICE,1999-02-06,87.87,COMMERCIAL INVOICE,USD
INVOICE,1995-08-27,381.62,TAX INVOICE,USD
INVOICE,2022-10-18,60.96,TAX INVOICE,EUR
INVOICE,2017-04-15,1255.2,INVOICE,EUR
INVOICE,2017-11-03,178.62,INVOICE,USD
INVOICE,2021-03-26,1301.3,INVOICE,USD
INVOICE,2017-02-19,215.9,TAX INVOICE,EUR
INVOICE,1999-10-02,286.16,INVOICE,USD
INVOICE,1994-01-29,1454.61,COMMERCIAL INVOICE,USD
INVOICE,2021-05-27,281.42,TAX INVOICE,EUR
INVOICE,2014-09-25,539.55,INVOICE,USD
INVOICE,2009-09-25,403.53,TAX INVOICE,USD
INVOICE,2004-09-11,309.28,INVOICE,EUR
INVOICE,2005-08-31,952.55,TAX INVOICE,EUR
INVOICE,2022-12-09,1193.61,INVOICE,USD
INVOICE,2002-04-25,429.44,COMMERCIAL INVOICE,USD
INVOICE,2016-02-20,827.28,TAX INVOICE,USD
INVOICE,2001-04-05,596.17,INVOICE,USD
INVOICE,2020-03-08,465.71,TAX INVOICE,EUR
INVOICE,2011-07-18,682.72,TAX INVOICE,EUR
INVOICE,2012-11-06,527.98,COMMERCIAL INVOICE,USD
INVOICE,1995-10-05,396.91,TAX INVOICE,USD
INVOICE,2016-04-06,240.09,COMMERCIAL INVOICE,EUR
INVOICE,2017-02-03,350.58,TAX INVOICE,EUR
INVOICE,2012-02-02,755.12,TAX INVOICE,USD
INVOICE,2020-04-27,690.07,INVOICE,USD
INVOICE,2016-02-12,334.29,COMMERCIAL INVOICE,USD
INVOICE,2013-06-19,407.87,COMMERCIAL INVOICE,USD
INVOICE,1997-10-07,798.72,COMMERCIAL INVOICE,EUR
INVOICE,2021-10-10,346.26,INVOICE,USD
INVOICE,1995-02-12,594.04,TAX INVOICE,USD
INVOICE,1994-11-30,376.69,INVOICE,EUR
INVOICE,1997-11-07,65.52,COMMERCIAL INVOICE,USD
INVOICE,1996-11-14,545.67,INVOICE,EUR
INVOICE,2010-06-02,206.98,TAX INVOICE,EUR
INVOICE,2000-05-01,456.58,COMMERCIAL INVOICE,USD
INVOICE,2004-01-04,530.01,TAX INVOICE,USD
INVOICE,2014-08-23,909.56,INVOICE,EUR
INVOICE,2003-10-03,695.53,INVOICE,USD
INVOICE,2018-03-23,1142.91,INVOICE,USD
INVOICE,1998-03-07,125.35,TAX INVOICE,EUR
INVOICE,2001-03-08,140.67,COMMERCIAL INVOICE,EUR
INVOICE,2014-09-08,962.99,COMMERCIAL INVOICE,USD
INVOICE,2004-05-18,1023.48,COMMERCIAL INVOICE,USD
INVOICE,2017-10-14,240.27,COMMERCIAL INVOICE,USD
INVOICE,2011-02-14,443.25,COMMERCIAL INVOICE,EUR
INVOICE,2010-06-09,789.43,TAX INVOICE,USD
INVOICE,2021-11-28,208.31,INVOICE,USD
INVOICE,2009-03-30,961.23,INVOICE,USD
INVOICE,1997-06-18,586.29,INVOICE,EUR
INVOICE,2016-03-03,239.54,TAX INVOICE,USD
INVOICE,2020-11-06,1132.91,INVOICE,USD
INVOICE,1999-01-20,1303.69,TAX INVOICE,USD
INVOICE,2003-04-21,961.74,COMMERCIAL INVOICE,EUR
INVOICE,2020-01-16,331.38,COMMERCIAL INVOICE,USD
INVOICE,2004-09-11,826.91,TAX INVOICE,USD
INVOICE,2021-07-16,591.82,INVOICE,USD
INVOICE,1995-02-26,960.34,INVOICE,USD
INVOICE,2006-10-11,961.34,INVOICE,USD
INVOICE,,1.0,TAX INVOICE INVOICE # 1839-491,USD
INVOICE,,2.0,COMMERCIAL INVOICE INVOICE ID 6Y7M3d-987,USD
INVOICE,,3.0,COMMERCIAL INVOICE Invoice number INV/96-35/446,USD
INVOICE,2002-04-24,2.0,COMMERCIAL INVOICE INVOICE # INV/64-61/340,USD
INVOICE,,6.0,COMMERCIAL INVOICE INVOICE ID INV/02-45/506.,USD
INVOICE,,3.0,COMMERCIAL INVOICE INVOICE # INV92089683,USD
INVOICE,2008-07-19,6.0,TAX INVOICE Invoice number INV/76-12/468,USD
INVOICE,1997-12-08,1202.59,INVOICE,USD
INVOICE,,3.0,COMMERCIAL INVOICE INVOICE # SY3M6d-755,USD
INVOICE,1996-10-27,5.0,COMMERCIAL INVOICE INVOICE ID 2¥9M6d-860,USD
INVOICE,,6.0,INVOICE Invoice number 2¥ 1M9d-560,USD
INVOICE,2020-01-05,4.0,INVOICE INVOICE ID INV/67-31/057,USD
INVOICE,,4.0,TAX INVOICE INVOICE # 7Y2M5d-372,USD
INVOICE,2008-10-20,2.0,TAX INVOICE INVOICE # 8115-719,USD
INVOICE,2002-09-24,6.0,TAX INVOICE Invoice number INV85316221,USD
INVOICE,2005-02-01,5.0,TAX INVOICE INVOICE ID 6Y1M1d-181,USD
INVOICE,2008-08-15,8.2,COMMERCIAL INVOICE Invoice number INV/89-73/753,USD
INVOICE,1885-02-27,4.0,TAX INVOICE INVOICE # INV/60-78/528,USD
INVOICE,2016-01-24,4.0,INVOICE INVOICE # 8939-079,USD
INVOICE,,6.0,COMMERCIAL INVOICE Invoice number INV94276954,USD
INVOICE,,4.0,COMMERCIAL INVOICE INVOICE ID 8Y7M9d-972,USD
INVOICE,,3.0,COMMERCIAL INVOICE Invoice number 7¥2M7d-380,USD
INVOICE,,6.0,INVOICE Invoice number INV/86-86/238,USD
INVOICE,2017-12-27,1.0,INVOICE INVOICE ID INV/36-89/789,USD
INVOICE,2017-04-13,4.0,COMMERCIAL INVOICE INVOICE ID INV/76-78/987,USD
INVOICE,2006-05-20,3.0,INVOICE Invoice number INV15671306,USD
INVOICE,,6.0,TAX INVOICE INVOICE # INV/15-00/221,USD
INVOICE,2010-05-06,4.0,INVOICE Invoice number INV87678831,USD
INVOICE,2002-09-18,3.0,COMMERCIAL INVOICE INVOICE # 4Y3M6d-390,USD
INVOICE,2008-03-26,3.0,INVOICE Invoice number 6Y3M4d-360,USD
INVOICE,,6.0,INVOICE INVOICE ID INV36198346.,USD
INVOICE,,3.0,COMMERCIAL INVOICE INVOICE # 8102-512,USD
INVOICE,2014-03-05,4.0,INVOICE INVOICE ID INVO9593741,USD
INVOICE,2016-08-26,6.0,COMMERCIAL INVOICE Invoice number INV86544300,USD
INVOICE,,1.0,"COMMERCIAL INVOICE INVOICE # INV/21-16/745,",USD
INVOICE,,4.0,INVOICE INVOICE ID INV55243510,USD
INVOICE,,3.0,TAX INVOICE Invoice number SY2M4d-396.,USD
INVOICE,,4.0,INVOICE INVOICE # INV25066011,USD
INVOICE,2008-08-20,1.0,TAX INVOICE Invoice number 3Y 1M1d-587,USD
INVOICE,,2.0,COMMERCIAL INVOICE INVOICE ID 4Y1Mgd-541,USD
INVOICE,2001-02-18,1.0,TAX INVOICE Invoice number INV65259712,USD
INVOICE,,5.0,TAX INVOICE Invoice number 1802-729,USD
INVOICE,2007-08-21,3.0,INVOICE INVOICE # 7Y9M8d-017,USD
INVOICE,,5.0,INVOICE INVOICE # 4962-641,USD
INVOICE,2010-12-15,4.0,TAX INVOICE INVOICE # 1007-495,USD
INVOICE,,1.0,COMMERCIAL INVOICE INVOICE ID INV/29-55/617,USD
INVOICE,,3.0,COMMERCIAL INVOICE INVOICE # INV60214817,USD
INVOICE,2020-10-05,3.0,TAX INVOICE INVOICE ID INV/24-40/717,USD
INVOICE,2020-04-02,5.0,TAX INVOICE Invoice number INV84589437,USD
INVOICE,,2.0,TAX INVOICE Invoice number INV/13-94/573,USD
INVOICE,2021-10-12,1.0,INVOICE Invoice number INV/51-17/397,USD
INVOICE,,5.2,TAX INVOICE Invoice number 7¥8M1d-444,USD
INVOICE,,6.0,TAX INVOICE INVOICE # 4901-094,USD
INVOICE,,1.0,TAX INVOICE INVOICE ID 4380-873,USD
INVOICE,,13.02,"COMMERCIAL INVOICE Invoice number 2060-403,",USD
INVOICE,,5.0,COMMERCIAL INVOICE Invoice number 4Y8M6d-902,USD
INVOICE,,5.0,TAX INVOICE Invoice number 7478-184,USD
INVOICE,2005-09-06,4.0,INVOICE INVOICE ID INV71339876,USD
INVOICE,1999-08-27,6.0,TAX INVOICE INVOICE ID 6Y7M7d-288,USD
INVOICE,2011-08-27,6.0,INVOICE Invoice number 0576-839,USD
INVOICE,,2.0,COMMERCIAL INVOICE INVOICE # 7941-242,USD
INVOICE,,1.0,INVOICE INVOICE ID INV61262999,USD
INVOICE,2008-05-06,5.0,COMMERCIAL INVOICE Invoice number 0630-012,USD
INVOICE,,4.0,INVOICE Invoice number SY7M6d-223,USD
INVOICE,,6.0,INVOICE INVOICE ID 1¥4M6d-237,USD
INVOICE,2008-04-21,2.0,INVOICE INVOICE ID INV87921002,USD
INVOICE,2007-07-16,5.0,INVOICE INVOICE ID 3Y2Mgd-378,USD
INVOICE,2013-10-24,3.0,INVOICE INVOICE ID 3Y7M4d-033,USD
INVOICE,2004-09-05,3.0,TAX INVOICE INVOICE ID INV/12-94/903.,USD
INVOICE,2006-09-25,2.0,COMMERCIAL INVOICE INVOICE # INV52278483,USD
INVOICE,1998-03-26,2.0,INVOICE Invoice number INV50874200,USD
INVOICE,,15.08,INVOICE INVOICE # INV79936211,USD
INVOICE,,0.2,COMMERCIAL INVOICE INVOICE ID 7861-483,USD
INVOICE,2003-03-05,4.0,COMMERCIAL INVOICE INVOICE ID INV/99-48/366.,USD
INVOICE,2017-10-02,1.0,INVOICE INVOICE # INV10508877,USD
INVOICE,,4.0,COMMERCIAL INVOICE INVOICE # 1191-112,USD
INVOICE,,28.08,COMMERCIAL INVOICE INVOICE ID 6Y8M5d-126,USD
INVOICE,,1.0,TAX INVOICE INVOICE ID 1379-419,USD
INVOICE,2014-01-10,6.0,TAX INVOICE INVOICE ID 2950-561,USD
INVOICE,,2.0,TAX INVOICE INVOICE # 6Y1M3d-261,USD
INVOICE,,7.1,TAX INVOICE INVOICE ID INV65108337,USD
INVOICE,2011-08-25,5.0,INVOICE INVOICE ID INV38710446,USD
INVOICE,,2.0,INVOICE INVOICE # 4Y9M6d-005.,USD
INVOICE,2011-12-10,6.0,COMMERCIAL INVOICE INVOICE ID INV09272713,USD
INVOICE,,1.0,INVOICE INVOICE # INV63032505,USD
INVOICE,2003-09-26,6.0,COMMERCIAL INVOICE INVOICE # INV/57-64/059,USD
INVOICE,,4.0,TAX INVOICE INVOICE ID 6Y3Mgd-093,USD
INVOICE,,4.0,INVOICE INVOICE # INV/26-54/622,USD
INVOICE,,4.0,INVOICE INVOICE ID INV00738500,USD
INVOICE,2003-05-15,6.0,COMMERCIAL INVOICE Invoice number INV22737871,USD
INVOICE,1994-12-31,4.0,TAX INVOICE INVOICE ID 1Y1M5d-442,USD
INVOICE,2004-05-10,6.0,INVOICE Invoice number INV36652871,USD
INVOICE,2003-04-02,4.0,TAX INVOICE Invoice number 6Y5M6d-567,USD
INVOICE,,2.0,COMMERCIAL INVOICE INVOICE # INV92488177,USD
INVOICE,,5.0,COMMERCIAL INVOICE INVOICE # INV/11-08/248,USD
INVOICE,,1.0,COMMERCIAL INVOICE INVOICE ID 3¥6M7d-080,USD
INVOICE,2013-09-10,4.0,INVOICE Invoice number 9880-501,USD
INVOICE,,1.0,INVOICE INVOICE ID 0485-325,USD
INVOICE,,6.0,TAX INVOICE INVOICE ID 8Y8M8d-709,USD
INVOICE,,1.0,INVOICE Invoice number INV45431758,USD
INVOICE,,1.0,INVOICE Invoice number 8201-583,USD
INVOICE,,1.0,INVOICE INVOICE # 8654-648,USD
INVOICE,2006-09-02,2.0,COMMERCIAL INVOICE Invoice number INV/36-24/659,USD
INVOICE,,5.0,COMMERCIAL INVOICE INVOICE # 2921-838,USD
INVOICE,,6.0,COMMERCIAL INVOICE INVOICE ID 4050-655,USD
INVOICE,,1.0,TAX INVOICE Invoice number 1¥8MSd-595.,USD
INVOICE,,4.0,COMMERCIAL INVOICE INVOICE ID INV41971671,USD
INVOICE,,1.0,TAX INVOICE Invoice number INV/76-58/862,USD
INVOICE,,1.0,TAX INVOICE Invoice number INV/24-57/556,USD
INVOICE,,3.0,COMMERCIAL INVOICE INVOICE # INVO2560398,USD
INVOICE,2014-09-06,4.0,TAX INVOICE Invoice number INVO7372777,USD
INVOICE,2009-08-30,6.0,INVOICE INVOICE # INV/02-01/816,USD
INVOICE,,4.0,COMMERCIAL INVOICE Invoice number INV/16-28/776,USD
INVOICE,,1.0,COMMERCIAL INVOICE INVOICE ID INV/08-29/201,USD
INVOICE,,5.0,COMMERCIAL INVOICE Invoice number 9762-902,USD
INVOICE,,6.0,TAX INVOICE INVOICE ID INV/40-80/520,USD
INVOICE,2002-07-19,1.0,COMMERCIAL INVOICE INVOICE # INV/60-21/800,USD
INVOICE,,2.0,COMMERCIAL INVOICE INVOICE ID 5631-673,USD
INVOICE,2016-09-20,4.0,TAX INVOICE Invoice number 1604-486,USD
INVOICE,2016-05-13,4.0,TAX INVOICE Invoice number INV/68-65/680,USD
INVOICE,1997-09-02,1.0,INVOICE INVOICE # INV61471503,USD
INVOICE,2020-06-28,2.0,TAX INVOICE Invoice number INV81189404,USD
INVOICE,1996-08-06,2.0,INVOICE Invoice number 7559-291,USD
INVOICE,,5.0,INVOICE INVOICE ID INV27274222,USD
INVOICE,2019-08-17,3.0,COMMERCIAL INVOICE INVOICE # 1Y9M4d-521,USD
INVOICE,,2.0,INVOICE Invoice number INV41346935,USD
INVOICE,,2.0,TAX INVOICE Invoice number 4Y7M4d-506,USD
INVOICE,2010-11-13,1.0,COMMERCIAL INVOICE Invoice number 3834-851,USD
INVOICE,2010-09-04,2.0,"TAX INVOICE INVOICE ID INVO7453975,",USD
INVOICE,,4.0,TAX INVOICE INVOICE # SY5M7d-379,USD
INVOICE,2018-04-25,4.0,TAX INVOICE Invoice number INV/57-78/306,USD
INVOICE,,5.0,INVOICE INVOICE # INV56959297,USD
INVOICE,2003-12-06,712.91,"TAX INVOICE INVOICE ID INV/46-62/395,",USD
INVOICE,2006-07-27,2.0,COMMERCIAL INVOICE INVOICE ID 5Y8M2d-299,USD
INVOICE,,1.0,INVOICE Invoice number INV74775920,USD
INVOICE,1999-07-16,5.0,TAX INVOICE INVOICE # 8Y8M5d-490,USD
INVOICE,,3.0,COMMERCIAL INVOICE Invoice number 4Y7M4d-640,USD
INVOICE,1994-07-06,5.0,COMMERCIAL INVOICE INVOICE # INV/90-71/916,USD
INVOICE,2020-09-19,3.0,TAX INVOICE INVOICE # INV/20-13/767,USD
INVOICE,,4.0,COMMERCIAL INVOICE Invoice number INV32312838,USD
INVOICE,2001-10-26,3.0,INVOICE Invoice number 6570-710,USD
INVOICE,,2.0,INVOICE INVOICE ID INV/98-78/424,USD
INVOICE,,6.0,COMMERCIAL INVOICE INVOICE ID 1789-866,USD
INVOICE,2005-07-02,2.0,COMMERCIAL INVOICE INVOICE ID 3¥8M3d-843,USD
INVOICE,,6.0,INVOICE Invoice number INV69500589.,USD
INVOICE,1993-12-10,2.0,INVOICE Invoice number 1720-881,USD
INVOICE,2001-10-02,5.0,COMMERCIAL INVOICE INVOICE # 4Y9M2d-046,USD
INVOICE,2002-12-16,5.0,INVOICE INVOICE # INV23101810,USD
INVOICE,,4.0,INVOICE Invoice number INV/34-21/162,USD
INVOICE,2006-11-22,2.0,"COMMERCIAL INVOICE INVOICE ID INV/90-82/585,",USD
INVOICE,,5.0,COMMERCIAL INVOICE Invoice number 5390-376,USD
INVOICE,2017-09-22,2.0,TAX INVOICE Invoice number 9Y5M7d-429,USD
INVOICE,,2.0,COMMERCIAL INVOICE INVOICE ID INV48684185_,USD
INVOICE,,6.0,COMMERCIAL INVOICE INVOICE # 4Y1M1d-442_,USD
INVOICE,,1.0,COMMERCIAL INVOICE Invoice number INV/91-02/990,USD
INVOICE,,4.0,TAX INVOICE INVOICE ID INV/16-90/290,USD
INVOICE,1993-09-18,4.0,COMMERCIAL INVOICE Invoice number 6Y 1M8d-878,USD
INVOICE,,3.0,INVOICE INVOICE # 3837-466,USD
INVOICE,,4.0,INVOICE Invoice number INV/53-08/749,USD
INVOICE,,6.0,INVOICE INVOICE # INV24081916,USD
INVOICE,,2.0,COMMERCIAL INVOICE INVOICE # INV98140764,USD
INVOICE,2005-09-03,5.0,COMMERCIAL INVOICE INVOICE ID INV/74-51/051,USD
INVOICE,,3.0,INVOICE INVOICE # 3298-736,USD
INVOICE,2009-10-08,3.0,INVOICE INVOICE ID INV52295072,USD
INVOICE,1996-10-18,4.0,COMMERCIAL INVOICE INVOICE ID INV11860027,USD
INVOICE,,3.0,COMMERCIAL INVOICE INVOICE # 3895-355,USD
INVOICE,,5.0,TAX INVOICE INVOICE ID 6161-637,USD
INVOICE,1994-07-11,4.0,COMMERCIAL INVOICE INVOICE # INV67254217,USD
INVOICE,1996-06-14,6.0,INVOICE INVOICE ID 1333-374,USD
INVOICE,,4.0,COMMERCIAL INVOICE Invoice number 3666-902,USD
INVOICE,,2.0,COMMERCIAL INVOICE INVOICE # 1Y5M9d-698,USD
INVOICE,2001-01-29,3.0,INVOICE INVOICE # 7582-825,USD
INVOICE,,4.0,COMMERCIAL INVOICE INVOICE # 1291-048.,USD
INVOICE,,1.0,COMMERCIAL INVOICE Invoice number INV30184981,USD
INVOICE,,4.0,COMMERCIAL INVOICE INVOICE # INV46238089,USD
INVOICE,,6.0,COMMERCIAL INVOICE INVOICE # INV/48-88/363,USD
INVOICE,2000-10-17,6.0,TAX INVOICE Invoice number 0260-146,USD
INVOICE,,1.0,INVOICE INVOICE # INV42941567,USD
INVOICE,,5.0,TAX INVOICE INVOICE # 8Y7M2d-775,USD
INVOICE,,2.0,INVOICE INVOICE # 8492-017,USD
INVOICE,1993-09-07,6.0,INVOICE Invoice number INV51842156,USD
INVOICE,,5.0,TAX INVOICE INVOICE # 7939-849,USD
INVOICE,1994-09-06,2.2,COMMERCIAL INVOICE INVOICE # 5760-132,USD
INVOICE,,4.0,INVOICE Invoice number INV/20-81/882,USD
INVOICE,2018-06-19,2.0,INVOICE INVOICE # 8498-041,USD
INVOICE,,3.0,INVOICE Invoice number 7Y7M2d-214,USD
INVOICE,,3.0,TAX INVOICE INVOICE ID 4984-393,USD
INVOICE,,5.0,INVOICE Invoice number INV24253791,USD
INVOICE,,2.0,INVOICE INVOICE # 0218-162,USD
INVOICE,,5.0,INVOICE INVOICE # 3782-811,USD
INVOICE,,5.0,COMMERCIAL INVOICE INVOICE # INV/24-36/709,USD
INVOICE,2000-02-12,279.59,COMMERCIAL INVOICE INVOICE ID INV96101885,USD
INVOICE,2011-10-08,2.0,INVOICE INVOICE ID 7588-606,USD
INVOICE,,1.0,TAX INVOICE INVOICE ID INV/S7-28/812,USD
INVOICE,,2.0,INVOICE INVOICE ID 9685-711,USD
INVOICE,2013-02-14,5.0,TAX INVOICE INVOICE ID 5476-783,USD
INVOICE,,5.0,COMMERCIAL INVOICE INVOICE # INV/04-51/994,USD
INVOICE,,1.0,INVOICE Invoice number INVO1937366,USD
INVOICE,2017-08-06,4.0,COMMERCIAL INVOICE,USD
INVOICE,2002-03-03,6.46,INVOICE,USD
INVOICE,2009-06-17,86.22,TAX INVOICE,USD
INVOICE,2009-01-24,2.0,TAX INVOICE Invoice number INV98004763,USD
INVOICE,2014-11-25,6.16,COMMERCIAL INVOICE,EUR
INVOICE,,5.0,COMMERCIAL INVOICE INVOICE ID 6198-439,USD
INVOICE,,4.0,COMMERCIAL INVOICE INVOICE # INV41904123,USD
INVOICE,1999-08-10,6.85,COMMERCIAL INVOICE,USD
INVOICE,,,TAX INVOICE,USD
INVOICE,2016-01-03,8.85,INVOICE,USD
INVOICE,2012-06-03,6.75,INVOICE,USD
INVOICE,1996-08-02,8.79,TAX INVOICE,EUR
INVOICE,2002-05-18,2.0,INVOICE,EUR
INVOICE,1998-08-07,6.21,COMMERCIAL INVOICE,USD
INVOICE,2001-04-10,5.0,COMMERCIAL INVOICE,USD
INVOICE,2022-03-20,6.84,COMMERCIAL INVOICE,USD
INVOICE,2010-07-07,6.25,TAX INVOICE,USD
INVOICE,2008-09-16,33.58,INVOICE,EUR
INVOICE,2016-03-08,8.07,TAX INVOICE,USD
INVOICE,1998-08-24,4.96,INVOICE,EUR
INVOICE,2019-01-29,280.45,TAX INVOICE,UNK
INVOICE,2001-07-13,12.0,TAX INVOICE,USD
INVOICE,2022-08-24,5.98,TAX INVOICE,EUR
INVOICE,,,INVOICE,EUR
INVOICE,2004-06-24,3.84,COMMERCIAL INVOICE,EUR
INVOICE,2021-06-20,6.89,INVOICE,EUR
INVOICE,2009-07-08,6.52,TAX INVOICE,USD
INVOICE,1996-08-08,3.25,COMMERCIAL INVOICE,UNK
INVOICE,2007-04-20,12.0,TAX INVOICE,USD
INVOICE,2009-08-20,6.82,COMMERCIAL INVOICE,EUR
INVOICE,2012-06-01,6.0,INVOICE,USD
INVOICE,2018-08-31,8.24,TAX INVOICE,USD
INVOICE,2005-11-30,4.9,INVOICE,EUR
